instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month_idn,weth_idn
13849,2012-08-05,3,1,8,5.0,0,0,0,1,0.72,0.697,0.74,0.2537,1,18,19,Aug,Cerah
13850,2012-08-05,3,1,8,6.0,0,0,0,1,0.72,0.697,0.79,0.2537,7,12,19,Aug,Cerah
13851,2012-08-05,3,1,8,7.0,0,0,0,1,0.74,0.7121,0.74,0.2985,18,50,68,Aug,Cerah
13852,2012-08-05,3,1,8,8.0,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108,Aug,Cerah
13853,2012-08-05,3,1,8,9.0,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229,Aug,Cerah
13854,2012-08-05,3,1,8,10.0,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364,Aug,Cerah
13855,2012-08-05,3,1,8,11.0,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282,437,Aug,Cerah
13856,2012-08-05,3,1,8,12.0,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,Aug,Cerah
13857,2012-08-05,3,1,8,13.0,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523,Aug,Cerah
13858,2012-08-05,3,1,8,14.0,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526,Aug,Cerah
13859,2012-08-05,3,1,8,15.0,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450,Aug,Cerah
13860,2012-08-05,3,1,8,16.0,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278,421,Aug,Cerah
13861,2012-08-05,3,1,8,17.0,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260,382,Aug,Cerah
13862,2012-08-05,3,1,8,18.0,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229,Aug,Mendung
13863,2012-08-05,3,1,8,19.0,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139,185,Aug,Cerah
13864,2012-08-05,3,1,8,20.0,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140,193,Aug,Cerah
13865,2012-08-05,3,1,8,21.0,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208,Aug,Cerah
13866,2012-08-05,3,1,8,22.0,0,0,0,1,0.72,0.697,0.79,0.0896,57,100,157,Aug,Cerah
13867,2012-08-05,3,1,8,23.0,0,0,0,2,0.72,0.697,0.79,0.1642,29,58,87,Aug,Cerah Berawan
13868,2012-08-06,3,1,8,0.0,0,1,1,2,0.72,0.697,0.79,0.0,9,24,33,Aug,Cerah Berawan
13869,2012-08-06,3,1,8,1.0,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11,Aug,Cerah
13870,2012-08-06,3,1,8,2.0,0,1,1,2,0.72,0.697,0.79,0.1343,0,5,5,Aug,Cerah Berawan
13871,2012-08-06,3,1,8,3.0,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5,Aug,Mendung
13872,2012-08-06,3,1,8,4.0,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11,Aug,Cerah Berawan
13873,2012-08-06,3,1,8,5.0,0,1,1,1,0.7,0.6667,0.79,0.194,2,23,25,Aug,Cerah
13874,2012-08-06,3,1,8,6.0,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137,141,Aug,Cerah Berawan
13875,2012-08-06,3,1,8,7.0,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407,Aug,Mendung
13876,2012-08-06,3,1,8,8.0,0,1,1,2,0.7,0.6667,0.79,0.0,27,578,605,Aug,Cerah Berawan
13877,2012-08-06,3,1,8,9.0,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248,276,Aug,Mendung
13878,2012-08-06,3,1,8,10.0,0,1,1,1,0.74,0.697,0.7,0.2239,54,159,213,Aug,Cerah
13879,2012-08-06,3,1,8,11.0,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260,Aug,Cerah
13880,2012-08-06,3,1,8,12.0,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285,Aug,Cerah Berawan
13881,2012-08-06,3,1,8,13.0,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204,289,Aug,Cerah
13882,2012-08-06,3,1,8,14.0,0,1,1,1,0.82,0.7576,0.46,0.0,99,188,287,Aug,Cerah
13883,2012-08-06,3,1,8,15.0,0,1,1,1,0.82,0.7576,0.46,0.1343,91,183,274,Aug,Cerah
13884,2012-08-06,3,1,8,16.0,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363,451,Aug,Cerah
13885,2012-08-06,3,1,8,17.0,0,1,1,1,0.82,0.7424,0.41,0.0,112,746,858,Aug,Cerah
13886,2012-08-06,3,1,8,18.0,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743,843,Aug,Cerah
13887,2012-08-06,3,1,8,19.0,0,1,1,1,0.78,0.7424,0.59,0.194,109,531,640,Aug,Cerah
13888,2012-08-06,3,1,8,20.0,0,1,1,1,0.76,0.7273,0.66,0.1642,89,368,457,Aug,Cerah
13889,2012-08-06,3,1,8,21.0,0,1,1,1,0.74,0.697,0.7,0.194,72,245,317,Aug,Cerah
13890,2012-08-06,3,1,8,22.0,0,1,1,1,0.74,0.697,0.7,0.0896,50,157,207,Aug,Cerah
13891,2012-08-06,3,1,8,23.0,0,1,1,1,0.72,0.697,0.74,0.194,16,97,113,Aug,Cerah
13892,2012-08-07,3,1,8,0.0,0,2,1,1,0.7,0.6667,0.84,0.194,15,32,47,Aug,Cerah
13893,2012-08-07,3,1,8,1.0,0,2,1,1,0.7,0.6667,0.84,0.1343,2,16,18,Aug,Cerah
13894,2012-08-07,3,1,8,2.0,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7,13,Aug,Cerah
13895,2012-08-07,3,1,8,3.0,0,2,1,1,0.7,0.6667,0.84,0.0,0,6,6,Aug,Cerah
13896,2012-08-07,3,1,8,4.0,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7,9,Aug,Cerah
13897,2012-08-07,3,1,8,5.0,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33,36,Aug,Cerah
13898,2012-08-07,3,1,8,6.0,0,2,1,2,0.7,0.6667,0.79,0.194,3,176,179,Aug,Cerah Berawan
13899,2012-08-07,3,1,8,7.0,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502,Aug,Cerah Berawan
13900,2012-08-07,3,1,8,8.0,0,2,1,2,0.7,0.6515,0.7,0.1642,41,664,705,Aug,Cerah Berawan
13901,2012-08-07,3,1,8,9.0,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327,Aug,Cerah Berawan
13902,2012-08-07,3,1,8,10.0,0,2,1,2,0.74,0.697,0.7,0.1343,89,161,250,Aug,Cerah Berawan
13903,2012-08-07,3,1,8,11.0,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214,Aug,Cerah Berawan
13904,2012-08-07,3,1,8,12.0,0,2,1,2,0.8,0.7576,0.55,0.1343,86,197,283,Aug,Cerah Berawan
13905,2012-08-07,3,1,8,13.0,0,2,1,2,0.8,0.7424,0.52,0.194,68,185,253,Aug,Cerah Berawan
13906,2012-08-07,3,1,8,14.0,0,2,1,2,0.82,0.7576,0.46,0.0,76,185,261,Aug,Cerah Berawan
13907,2012-08-07,3,1,8,15.0,0,2,1,1,0.8,0.7424,0.52,0.0,100,206,306,Aug,Cerah
13908,2012-08-07,3,1,8,16.0,0,2,1,3,0.76,0.7273,0.66,0.2836,101,344,445,Aug,Mendung
13909,2012-08-07,3,1,8,17.0,0,2,1,2,0.78,0.7424,0.62,0.1343,125,743,868,Aug,Cerah Berawan
13910,2012-08-07,3,1,8,18.0,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814,Aug,Cerah Berawan
13911,2012-08-07,3,1,8,19.0,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610,Aug,Cerah Berawan
13912,2012-08-07,3,1,8,20.0,0,2,1,2,0.74,0.697,0.7,0.1343,74,374,448,Aug,Cerah Berawan
13913,2012-08-07,3,1,8,21.0,0,2,1,2,0.72,0.697,0.74,0.0,70,247,317,Aug,Cerah Berawan
13914,2012-08-07,3,1,8,22.0,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224,Aug,Cerah
13915,2012-08-07,3,1,8,23.0,0,2,1,1,0.72,0.697,0.79,0.0,18,120,138,Aug,Cerah
13916,2012-08-08,3,1,8,0.0,0,3,1,1,0.7,0.6667,0.84,0.0,12,46,58,Aug,Cerah
13917,2012-08-08,3,1,8,1.0,0,3,1,1,0.72,0.697,0.79,0.0,3,20,23,Aug,Cerah
13918,2012-08-08,3,1,8,2.0,0,3,1,1,0.7,0.6667,0.84,0.0,1,5,6,Aug,Cerah
13919,2012-08-08,3,1,8,3.0,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,Aug,Cerah
13920,2012-08-08,3,1,8,4.0,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,Aug,Cerah
13921,2012-08-08,3,1,8,5.0,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43,Aug,Cerah Berawan
13922,2012-08-08,3,1,8,6.0,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173,Aug,Cerah Berawan
13923,2012-08-08,3,1,8,7.0,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482,Aug,Cerah Berawan
13924,2012-08-08,3,1,8,8.0,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737,Aug,Cerah Berawan
13925,2012-08-08,3,1,8,9.0,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341,Aug,Cerah Berawan
13926,2012-08-08,3,1,8,10.0,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214,Aug,Cerah Berawan
13927,2012-08-08,3,1,8,11.0,0,3,1,2,0.8,0.7424,0.52,0.0,80,159,239,Aug,Cerah Berawan
13928,2012-08-08,3,1,8,12.0,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280,Aug,Cerah Berawan
13929,2012-08-08,3,1,8,13.0,0,3,1,2,0.8,0.7424,0.52,0.0,101,212,313,Aug,Cerah Berawan
13930,2012-08-08,3,1,8,14.0,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236,Aug,Cerah Berawan
13931,2012-08-08,3,1,8,15.0,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278,Aug,Cerah Berawan
13932,2012-08-08,3,1,8,16.0,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441,Aug,Cerah Berawan
13933,2012-08-08,3,1,8,17.0,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858,Aug,Cerah Berawan
13934,2012-08-08,3,1,8,18.0,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862,Aug,Cerah Berawan
13935,2012-08-08,3,1,8,19.0,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686,Aug,Cerah
13936,2012-08-08,3,1,8,20.0,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500,Aug,Cerah
13937,2012-08-08,3,1,8,21.0,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381,Aug,Cerah
13938,2012-08-08,3,1,8,22.0,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233,Aug,Cerah
13939,2012-08-08,3,1,8,23.0,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136,Aug,Cerah
13940,2012-08-09,3,1,8,0.0,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67,Aug,Cerah
13941,2012-08-09,3,1,8,1.0,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28,Aug,Cerah
13942,2012-08-09,3,1,8,2.0,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14,Aug,Cerah
13943,2012-08-09,3,1,8,3.0,0,4,1,1,0.68,0.6364,0.83,0.0896,1,5,6,Aug,Cerah
13944,2012-08-09,3,1,8,4.0,0,4,1,2,0.68,0.6364,0.89,0.1343,0,10,10,Aug,Cerah Berawan
13945,2012-08-09,3,1,8,5.0,0,4,1,2,0.66,0.5909,0.94,0.0,4,37,41,Aug,Cerah Berawan
13946,2012-08-09,3,1,8,6.0,0,4,1,1,0.66,0.6061,0.83,0.1642,5,162,167,Aug,Cerah
13947,2012-08-09,3,1,8,7.0,0,4,1,2,0.7,0.6667,0.84,0.1642,24,451,475,Aug,Cerah Berawan
13948,2012-08-09,3,1,8,8.0,0,4,1,1,0.72,0.697,0.74,0.1045,28,670,698,Aug,Cerah
13949,2012-08-09,3,1,8,9.0,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353,Aug,Cerah
13950,2012-08-09,3,1,8,10.0,0,4,1,1,0.8,0.7576,0.55,0.2239,72,133,205,Aug,Cerah
13951,2012-08-09,3,1,8,11.0,0,4,1,1,0.84,0.7576,0.44,0.0,94,166,260,Aug,Cerah
13952,2012-08-09,3,1,8,12.0,0,4,1,1,0.84,0.7576,0.44,0.1045,85,192,277,Aug,Cerah
13953,2012-08-09,3,1,8,13.0,0,4,1,1,0.86,0.7879,0.41,0.1045,80,201,281,Aug,Cerah
13954,2012-08-09,3,1,8,14.0,0,4,1,1,0.88,0.7727,0.32,0.2239,86,161,247,Aug,Cerah
13955,2012-08-09,3,1,8,15.0,0,4,1,1,0.88,0.7727,0.32,0.2239,63,204,267,Aug,Cerah
13956,2012-08-09,3,1,8,16.0,0,4,1,1,0.86,0.7727,0.39,0.2537,97,320,417,Aug,Cerah
13957,2012-08-09,3,1,8,17.0,0,4,1,1,0.86,0.7576,0.36,0.2537,111,699,810,Aug,Cerah
13958,2012-08-09,3,1,8,18.0,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811,Aug,Cerah Berawan
13959,2012-08-09,3,1,8,19.0,0,4,1,1,0.8,0.7576,0.55,0.194,90,533,623,Aug,Cerah
13960,2012-08-09,3,1,8,20.0,0,4,1,1,0.7,0.6515,0.54,0.2836,91,387,478,Aug,Cerah
13961,2012-08-09,3,1,8,21.0,0,4,1,2,0.7,0.6515,0.58,0.1642,50,286,336,Aug,Cerah Berawan
13962,2012-08-09,3,1,8,22.0,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259,Aug,Cerah Berawan
13963,2012-08-09,3,1,8,23.0,0,4,1,1,0.66,0.6212,0.74,0.0,19,137,156,Aug,Cerah
13964,2012-08-10,3,1,8,0.0,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85,Aug,Cerah
13965,2012-08-10,3,1,8,1.0,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41,Aug,Cerah
13966,2012-08-10,3,1,8,2.0,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20,Aug,Cerah
13967,2012-08-10,3,1,8,3.0,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9,Aug,Cerah Berawan
13968,2012-08-10,3,1,8,4.0,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7,Aug,Mendung
13969,2012-08-10,3,1,8,5.0,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33,Aug,Mendung
13970,2012-08-10,3,1,8,6.0,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44,Aug,Mendung
13971,2012-08-10,3,1,8,7.0,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133,Aug,Mendung
13972,2012-08-10,3,1,8,8.0,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119,Aug,Mendung
13973,2012-08-10,3,1,8,9.0,0,5,1,2,0.64,0.5758,0.89,0.0,21,199,220,Aug,Cerah Berawan
13974,2012-08-10,3,1,8,10.0,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193,Aug,Cerah
13975,2012-08-10,3,1,8,11.0,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251,Aug,Mendung
13976,2012-08-10,3,1,8,12.0,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315,Aug,Cerah Berawan
13977,2012-08-10,3,1,8,13.0,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290,Aug,Cerah Berawan
13978,2012-08-10,3,1,8,14.0,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307,Aug,Cerah
13979,2012-08-10,3,1,8,15.0,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324,Aug,Cerah
13980,2012-08-10,3,1,8,16.0,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467,Aug,Cerah
13981,2012-08-10,3,1,8,17.0,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730,Aug,Cerah
13982,2012-08-10,3,1,8,18.0,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640,Aug,Cerah
13983,2012-08-10,3,1,8,19.0,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492,Aug,Cerah
13984,2012-08-10,3,1,8,20.0,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370,Aug,Cerah
13985,2012-08-10,3,1,8,21.0,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286,Aug,Cerah
13986,2012-08-10,3,1,8,22.0,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218,Aug,Cerah
13987,2012-08-10,3,1,8,23.0,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192,Aug,Cerah
13988,2012-08-11,3,1,8,0.0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180,Aug,Cerah
13989,2012-08-11,3,1,8,1.0,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116,Aug,Cerah
13990,2012-08-11,3,1,8,2.0,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85,Aug,Mendung
13991,2012-08-11,3,1,8,3.0,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21,Aug,Mendung
13992,2012-08-11,3,1,8,4.0,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10,Aug,Cerah
13993,2012-08-11,3,1,8,5.0,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11,Aug,Cerah
13994,2012-08-11,3,1,8,6.0,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23,Aug,Cerah Berawan
13995,2012-08-11,3,1,8,7.0,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62,Aug,Cerah
13996,2012-08-11,3,1,8,8.0,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162,Aug,Cerah
13997,2012-08-11,3,1,8,9.0,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271,Aug,Cerah
13998,2012-08-11,3,1,8,10.0,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407,Aug,Cerah
13999,2012-08-11,3,1,8,11.0,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499,Aug,Cerah
14000,2012-08-11,3,1,8,12.0,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546,Aug,Cerah
14001,2012-08-11,3,1,8,13.0,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569,Aug,Cerah
14002,2012-08-11,3,1,8,14.0,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538,Aug,Cerah
14003,2012-08-11,3,1,8,15.0,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562,Aug,Cerah
14004,2012-08-11,3,1,8,16.0,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531,Aug,Cerah
14005,2012-08-11,3,1,8,17.0,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512,Aug,Mendung
14006,2012-08-11,3,1,8,18.0,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300,Aug,Cerah Berawan
14007,2012-08-11,3,1,8,19.0,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275,Aug,Cerah Berawan
14008,2012-08-11,3,1,8,20.0,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160,Aug,Mendung
14009,2012-08-11,3,1,8,21.0,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128,Aug,Cerah Berawan
14010,2012-08-11,3,1,8,22.0,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168,Aug,Cerah Berawan
14011,2012-08-11,3,1,8,23.0,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163,Aug,Mendung
14012,2012-08-12,3,1,8,0.0,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120,Aug,Cerah Berawan
14013,2012-08-12,3,1,8,1.0,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113,Aug,Cerah
14014,2012-08-12,3,1,8,2.0,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86,Aug,Cerah
14015,2012-08-12,3,1,8,3.0,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48,Aug,Cerah
14016,2012-08-12,3,1,8,4.0,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10,Aug,Cerah
14017,2012-08-12,3,1,8,5.0,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10,Aug,Cerah
14018,2012-08-12,3,1,8,6.0,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16,Aug,Cerah
14019,2012-08-12,3,1,8,7.0,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39,Aug,Cerah
14020,2012-08-12,3,1,8,8.0,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119,Aug,Cerah
14021,2012-08-12,3,1,8,9.0,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217,Aug,Cerah
14022,2012-08-12,3,1,8,10.0,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328,Aug,Cerah
14023,2012-08-12,3,1,8,11.0,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449,Aug,Cerah
14024,2012-08-12,3,1,8,12.0,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505,Aug,Cerah
14025,2012-08-12,3,1,8,13.0,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543,Aug,Cerah
14026,2012-08-12,3,1,8,14.0,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579,Aug,Cerah
14027,2012-08-12,3,1,8,15.0,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577,Aug,Cerah
14028,2012-08-12,3,1,8,16.0,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513,Aug,Cerah
14029,2012-08-12,3,1,8,17.0,0,0,0,1,0.8,0.697,0.33,0.0,186,319,505,Aug,Cerah
14030,2012-08-12,3,1,8,18.0,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491,Aug,Cerah
14031,2012-08-12,3,1,8,19.0,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465,Aug,Cerah
14032,2012-08-12,3,1,8,20.0,0,0,0,1,0.72,0.6515,0.45,0.0,96,204,300,Aug,Cerah
14033,2012-08-12,3,1,8,21.0,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220,Aug,Cerah
14034,2012-08-12,3,1,8,22.0,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181,Aug,Cerah
14035,2012-08-12,3,1,8,23.0,0,0,0,1,0.68,0.6364,0.61,0.0,25,85,110,Aug,Cerah
14036,2012-08-13,3,1,8,0.0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47,Aug,Cerah
14037,2012-08-13,3,1,8,1.0,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14,Aug,Cerah
14038,2012-08-13,3,1,8,2.0,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9,Aug,Cerah
14039,2012-08-13,3,1,8,3.0,0,1,1,1,0.64,0.6061,0.69,0.0,1,5,6,Aug,Cerah
14040,2012-08-13,3,1,8,4.0,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11,Aug,Cerah
14041,2012-08-13,3,1,8,5.0,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36,Aug,Cerah
14042,2012-08-13,3,1,8,6.0,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159,Aug,Cerah
14043,2012-08-13,3,1,8,7.0,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436,Aug,Cerah
14044,2012-08-13,3,1,8,8.0,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673,Aug,Cerah Berawan
14045,2012-08-13,3,1,8,9.0,0,1,1,2,0.74,0.6667,0.45,0.0,40,265,305,Aug,Cerah Berawan
14046,2012-08-13,3,1,8,10.0,0,1,1,2,0.76,0.6818,0.4,0.0,88,111,199,Aug,Cerah Berawan
14047,2012-08-13,3,1,8,11.0,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245,Aug,Cerah
14048,2012-08-13,3,1,8,12.0,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276,Aug,Cerah
14049,2012-08-13,3,1,8,13.0,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254,Aug,Cerah
14050,2012-08-13,3,1,8,14.0,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248,Aug,Cerah
14051,2012-08-13,3,1,8,15.0,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274,Aug,Cerah
14052,2012-08-13,3,1,8,16.0,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464,Aug,Cerah
14053,2012-08-13,3,1,8,17.0,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818,Aug,Cerah
14054,2012-08-13,3,1,8,18.0,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812,Aug,Cerah
14055,2012-08-13,3,1,8,19.0,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555,Aug,Cerah
14056,2012-08-13,3,1,8,20.0,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432,Aug,Cerah
14057,2012-08-13,3,1,8,21.0,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290,Aug,Cerah
14058,2012-08-13,3,1,8,22.0,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192,Aug,Cerah
14059,2012-08-13,3,1,8,23.0,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128,Aug,Cerah
14060,2012-08-14,3,1,8,0.0,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60,Aug,Cerah
14061,2012-08-14,3,1,8,1.0,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27,Aug,Cerah
14062,2012-08-14,3,1,8,2.0,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11,Aug,Cerah Berawan
14063,2012-08-14,3,1,8,3.0,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3,Aug,Cerah Berawan
14064,2012-08-14,3,1,8,4.0,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5,Aug,Cerah Berawan
14065,2012-08-14,3,1,8,5.0,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36,Aug,Cerah Berawan
14066,2012-08-14,3,1,8,6.0,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64,Aug,Mendung
14067,2012-08-14,3,1,8,7.0,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179,Aug,Cerah Berawan
14068,2012-08-14,3,1,8,8.0,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618,Aug,Cerah Berawan
14069,2012-08-14,3,1,8,9.0,0,2,1,2,0.7,0.6667,0.74,0.0,48,354,402,Aug,Cerah Berawan
14070,2012-08-14,3,1,8,10.0,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208,Aug,Cerah
14071,2012-08-14,3,1,8,11.0,0,2,1,1,0.74,0.6818,0.62,0.0,69,127,196,Aug,Cerah
14072,2012-08-14,3,1,8,12.0,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300,Aug,Cerah
14073,2012-08-14,3,1,8,13.0,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286,Aug,Cerah
